company_name,industry,main_products
에스엘,자동차 신품 부품 제조업,"자동차부품(자동차램프, 전동화부품, 전자부품) 제조, 판매"
영원무역홀딩스,기타 금융업,"스포츠의류(등산복,운동복,스키복) 도소매,수출,섬유봉제"
더존비즈온,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",응용 소프트웨어 개발 및 공급업
보령,의약품 제조업,"의약품(제산제(겔포스),구심,용각산,고혈압치료제(카프릴),소염진통제(멘소레담),항생제(듀리세프),혈전치료제(아스트릭스)) 제조"
이건산업,나무제품 제조업,"컨테이너용합판,목재 파렛트,프레스우드 파렛트,가공목재,제재목 제조/부동산 임대"
모나리자,기타 종이 및 판지 제품 제조업,"화장지,미용티슈 제조,도매"
대구백화점,종합 소매업,"백화점운영,임대사업(백화점 코너)"
우성,"곡물가공품, 전분 및 전분제품 제조업","배합사료,Suit-feed(맞춤 TMR(육성우,건유우,착유우) 사료),농후사료,곡류(강피류 등 부산물) 제조,판매/부동산 임대,무역"
유성기업,자동차 신품 부품 제조업,"철도차량부품(피스턴링,실린더라이너,발브가이드,타펫트),자동차부품,주강,주물 제조,판매"
한일철강,1차 철강 제조업,"강관류,철판류,금속관류,건축자재,자동차부품 제조,도매"
삼익악기,악기 제조업,"피아노,기타,현악기,전자악기,동 부분품 제조,임대,도매"
HS화성,건물 건설업,아파트 건설
DN오토모티브,일차전지 및 이차전지 제조업,자동차용 밧데리
보해양조,알코올음료 제조업,"주류(소주,매취,실비우스,위스키) 제조,음료 도매"
상상인증권,금융 지원 서비스업,유가증권 매매
혜인,기계장비 및 관련 물품 도매업,"건설기계,산업용 기계장비(진공흡인차,세정차),스테거크레인,비상용발전기,해상용엔진 도소매/창고"
금강공업,1차 철강 제조업,"건설가설재,강관,거푸집 제조,판매"
플레이그램,기타 전문 도매업,"MRO, 영상콘텐츠"
율촌화학,플라스틱제품 제조업,"연포장재,필름,골판지상자,합성수지,플라스틱일반성형제품 제조"
신원,봉제의복 제조업,"여성,남성의류,스웨터,의복관련 악세사리,사카린,망초 제조,판매,수출입/섬유의류 도매/신용카드업/의류전문 물류대행 및 임대사업"
동방,기타 운송관련 서비스업,"육상운송,해상운송,항만화물하역,보관,창고,물류사업"
한국쉘석유,석유 정제품 제조업,"윤활유,그리스 제조,도매"
부광약품,의약품 제조업,"의약품,치약,의약부외품(부광탁스,레가론,부광안티프라그) 제조"
풍산홀딩스,기타 금융업,"동판제,대,관,봉,선,소전,동파이프 제조,도매,무역"
부국증권,금융 지원 서비스업,"유가증권 매매,위탁매매,인수,주선"
계양전기,일반 목적용 기계 제조업,"전동공구(그라인더,드릴,커팅머신 등), 엔진, 자동차용 모터 제조"
한솔테크닉스,전자부품 제조업,"백라이트유닛,인버터,폴리바리콘,모니터,통신장비 제조"
DB증권,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매"
한미사이언스,기타 금융업,"항생제(세포탁심,세포트리악손),유산균정장제(메디락비타,메디락베베),위장관운동조절개선제(설프라이드),고혈압치료제(유니바스크),원료의약품,식품 제조,판매"
삼진제약,의약품 제조업,"의약품(게보린,세트라졸,염산나록손) 제조,판매,수출입,약초재배"
POSCO홀딩스,1차 철강 제조업,"열연코일,냉연강판,후판,선재,스테인리스 제조"
범양건영,건물 건설업,"토목공사,주택건설,건축공사,난방공사,전기공사,포장공사"
파미셀,전자부품 제조업,"줄기세포치료제,화장품"
동국홀딩스,기타 금융업,"후판,철근,강판,형강,앵글,찬넬,평철 제조,판매"
대원전선,절연선 및 케이블 제조업,"전선,통신케이블,무선통신장비,합성수지 제조,도매/부동산 매매,임대"
이수화학,기초 화학물질 제조업,"등유,알킬벤젠,윤활유,노말파라핀 제조,도매"
삼성증권,금융 지원 서비스업,"유가증권의 매매,위탁매매,인수주선"
삼영무역,기타 전문 도매업,"화공약품, 안경렌즈"
한양증권,금융 지원 서비스업,증권업
금호석유화학,기초 화학물질 제조업,"합성고무 SBR(스티렌부타디엔러버),BR(폴리부타디엔러버),합성수지,BD,라텍스 제조,도소매"
유안타증권,금융 지원 서비스업,"유가증권 매매,중개,대리,인수"
제일파마홀딩스,회사 본부 및 경영 컨설팅 서비스업,"의약품(타리비드,제일파프,노엘,푸라솔) 제조,도매"
에이엔피,전자부품 제조업,"전자부품(인쇄회로기판),무정전 전원공급장치 제조"
한창제지,"펄프, 종이 및 판지 제조업","마닐라판지,고급백판지(ALL PULP) 제조,판매,수출입"
넥센,고무제품 제조업,"자동차용 재생타이어튜브,솔리드타이어,고무부품,골프볼,와이어로프소재,특수강선,열처리도금선,건자재 제조,판매,수출입"
삼성공조,자동차 신품 부품 제조업,"자동차부품(라디에터,오일쿨러) 제조,판매"
세방전지,일차전지 및 이차전지 제조업,"자동차용 및 산업용 축전지(연축전지) 제조,판매"
진원생명과학,의약품 제조업,플라스미드
참엔지니어링,특수 목적용 기계 제조업,FPD Laser Repair 장비 등 (FPD 장비의 개발과 제조 및 판매)
한국무브넥스,자동차 신품 부품 제조업,"자동차부품(제동,구동장치),프랜지(관이음쇠),철구조물,산업기계 제조"
코스모신소재,기타 화학제품 제조업,"이차전지양극활물질,기능성필름"
덕성,플라스틱제품 제조업,"플라스틱레쟈,합성수지,합성피혁 제조,도매"
신영증권,금융 지원 서비스업,증권업
유진증권,금융 지원 서비스업,"유가증권 매매,중개,인수"
유화증권,금융 지원 서비스업,증권업
한신기계공업,일반 목적용 기계 제조업,"공기압축기,공구류 제조,판매/오파"
코스모화학,기타 화학제품 제조업,"이산화티타늄 및 부산물, 황산코발트 및 부산물"
가온전선,절연선 및 케이블 제조업,"전력선,통신케이블 제조,도매,수출입"
S-Oil,석유 정제품 제조업,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매"
한화에어로스페이스,"항공기,우주선 및 부품 제조업","항공기엔진,특수방산장비 제조/정비사업"
삼화전자공업,영상 및 음향기기 제조업,"전자부품(페라이트 코어,SMPS,편향요크(DY),고압변성기(FBT)용코어) 제조,판매"
현대제철,1차 철강 제조업,"H형강,제철,제강,철근,압연,스테인레스,주강,시트파일 제조,수출입,중기부품(탱크바퀴)제조,판매"
써니전자,전자부품 제조업,"수정진동자,수정발진기,초음파지연선,MCF,축수나사 제조,도매,수출입"
현대비앤지스틸,1차 철강 제조업,"스텐레스냉연강판,특수강 제조"
사조오양,수산물 가공 및 저장 처리업,"원양어업/수산물가공(게맛살) 제조,수출입/냉동 및 냉장보관/부동산 임대"
한화투자증권,금융 지원 서비스업,"유가증권 위탁매매,자기매매,인수주선"
삼화전기,전자부품 제조업,"콘덴서 제조,판매"
SK증권,금융 지원 서비스업,"증권업,부동산 임대"
평화홀딩스,자동차 신품 부품 제조업,지주회사
일신석재,"건축자재, 철물 및 난방장치 도매업","건축석 제조,도소매/석공예,석공사"
KG스틸,1차 철강 제조업,"철강재(냉연강판,아연도강판,칼라강판,석도강판,선재류,강관,형강,봉강),비철금속 제조,도매"
아이에스동서,"시멘트, 석회, 플라스터 및 그 제품 제조업","타일,위생도기,콘크리트파일,P.C관,침목 제조,도매"
SH에너지화학,기초 화학물질 제조업,"합성수지(PS/EPS,ABS수지) 제조"
대한화섬,화학섬유 제조업,"화학섬유원사(FY,PTY,S.FIBER)제조"
코리아써키트,전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대"
신세계,종합 소매업,"백화점,할인점(E마트)"
OCI홀딩스,기타 금융업,"타르제품,카본블랙,무수프탈산,농약원제,석탄화학제품,정밀화학제품,플라스틱창호재 제조,판매"
삼일제약,의약품 제조업,"양약(부루펜,액티피드,포리부틴) 제조,도매"
프리티,전기 통신업,"시계,스마트그리드,도소매,소프트웨어개발"
일성아이에스,의약품 제조업,"의약품(항생제,화학료법제,항바이러스,근이완제,영양액륜) 제조,판매"
현대건설,토목 건설업,"공사수입,주택분양,건설산업부문 설계,감리 등 엔지니어링서비스"
TCC스틸,1차 철강 제조업,"석도강판,표면처리강판 제조,판매"
에이프로젠바이오로직스,의약품 제조업,"의약품(항생제,영양수액제,드링크제,철결핍성빈혈예방치료제,경옥동충하초) 제조,판매"
F&F 홀딩스,기타 금융업,지주회사
아남전자,영상 및 음향기기 제조업,"칼라TV,오디오,비디오 제조,도매"
GS건설,건물 건설업,"토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발"
삼아알미늄,1차 비철금속 제조업,"알루미늄박지,은박지,은박가공품,알페이스트 제조,도매,수출"
한국전자홀딩스,기타 금융업,"시장조사,경영컨설팅"
삼성SDI,일차전지 및 이차전지 제조업,"2차전지, 전자재료 제조 판매"
삼성전기,전자부품 제조업,"수동소자 (MLCC, Inductor, Chip Resistor 등), 모듈(카메라모듈, 통신모듈), 반도체패키지 기판"
동부건설,토목 건설업,"건축공사,토목공사,전기공사,기계설비공사/비금속,철구조물 제조,판매/여객,자동차 운송,항만하역"
케이씨티시,도로 화물 운송업,"화물자동차운송,항만하역,창고보관,컨테이너조작,중량물해상운송"
코오롱글로벌,토목 건설업,"토목공사,일반건설,주택건설,해외건설,소각로설비공사/환경플랜트,폐처리기 제조"
빙그레,동·식물성 유지 및 낙농제품 제조업,"아이스크림,우유,스낵,유산균(욥닥터캡슐) 제조"
녹십자홀딩스,회사 본부 및 경영 컨설팅 서비스업,"알부민,유로키나제,간염백신,유행성출혈열백신 제조"
시알홀딩스,"내화, 비내화 요업제품 제조업","내화연와(정형,부정형,S/N,CCN),단열벽돌,스라이딩노즐,연주용 특수내화물 제조"
현대약품,의약품 제조업,"타코실, 마이녹실, 테놀민, 미에로화이바 등"
남양유업,동·식물성 유지 및 낙농제품 제조업,"시유,조제분유,발효유,이유밀,치즈,프렌치까페 제조,도매"
남선알미늄,1차 비철금속 제조업,알미늄샷시 제조/환경사업
한국화장품제조,기타 화학제품 제조업,"화장품(OEM,ODM)"
현대코퍼레이션,상품 종합 도매업,"자동차,철강,기계,선박,플랜트,컴퓨터,전자제품 수출,수출입대행/자원(탄광,유전) 개발"
LS,기타 금융업,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매"
SK네트웍스,기타 전문 도매업,"정보통신 유통, 자동차 관리, 글로벌 트레이딩, 호텔&리조트"
경농,"비료, 농약 및 살균, 살충제 제조업","완제농약(잡초약,살충제,살균제) 제조"
티웨이홀딩스,"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,콘크리트파일,완구 제조/미니어쳐테마파크 운영"
동방아그로,"비료, 농약 및 살균, 살충제 제조업","농약(잡초발생전 토양처리형 밭잡초약,부메랑,주움,그라목손) 제조,도매"
송원산업,기타 화학제품 제조업,"폴리머첨가제(PVC안정제,산화방지제),폴리우레탄수지,프라스틱첨가제 제조"
진흥기업,토목 건설업,"아파트건설,토목공사,건축공사,국내도급공사"
한국석유공업,기타 비금속 광물제품 제조업,"석유류제품(솔벤트,부로운아스팔트,방수시트몰터프라스,메타놀,빙초산) 제조,도소매/부동산 임대"
천일고속,육상 여객 운송업,"고속버스운수(경부선,44개 노선),도로여객운수업,운수창고업,유류판매,부동산 임대"
대원강업,자동차 신품 부품 제조업,차랑용 스프링 및 시트
만호제강,1차 철강 제조업,"와이어로프,합성섬유로프,특수강선 제조,수출,임대"
조광피혁,"가죽, 가방 및 유사제품 제조업","가죽(피혁원단,제화용원단,카시트용원단),가방,신발 제조,도매"
세방,도로 화물 운송업,"도로운송,항만하역,창고,지게차 임대"
